Currency;Opened UTC;Closed UTC;Bid Open;Bid High;Bid Low;Bid Close;Ask Open;Ask High;Ask Low;Ask Close;Ticks;Volume
EUR/USD;09.03.2016 07:00:00.000;09.03.2016 07:00:00.250;1,14019;1,14027;1,14019;1,14027;1,14025;1,14033;1,14025;1,14033;1;0;0.00006
EUR/USD;09.03.2016 06:00:00.000;09.03.2016 06:00:00.250;1,14027;1,14036;1,14027;1,14036;1,14033;1,14042;1,14033;1,14042;1;0;0.00006
EUR/USD;09.03.2016 05:00:00.000;09.03.2016 05:00:00.250;1,14036;1,14044;1,14036;1,14044;1,14042;1,14050;1,14042;1,14050;1;0;0.00006
EUR/USD;09.03.2016 04:00:00.000;09.03.2016 04:00:00.250;1,14044;1,14052;1,14044;1,14052;1,14050;1,14058;1,14050;1,14058;1;0;0.00006
EUR/USD;09.03.2016 03:00:00.000;09.03.2016 03:00:00.250;1,14052;1,14061;1,14052;1,14061;1,14058;1,14067;1,14058;1,14067;1;0;0.00006
EUR/USD;09.03.2016 02:00:00.000;09.03.2016 02:00:00.250;1,14061;1,14069;1,14061;1,14069;1,14067;1,14075;1,14067;1,14075;1;0;0.00006
EUR/USD;09.03.2016 01:00:00.000;09.03.2016 01:00:00.250;1,14069;1,14077;1,14069;1,14077;1,14075;1,14083;1,14075;1,14083;1;0;0.00006
EUR/USD;09.03.2016 00:00:00.000;09.03.2016 00:00:00.250;1,14077;1,14086;1,14077;1,14086;1,14083;1,14092;1,14083;1,14092;1;0;0.00006
EUR/USD;08.03.2016 23:00:00.000;08.03.2016 23:00:00.250;1,14086;1,14094;1,14086;1,14094;1,14092;1,14100;1,14092;1,14100;1;0;0.00006
EUR/USD;08.03.2016 22:00:00.000;08.03.2016 22:00:00.250;1,14094;1,14102;1,14094;1,14102;1,14100;1,14108;1,14100;1,14108;1;0;0.00006
EUR/USD;08.03.2016 21:00:00.000;08.03.2016 21:00:00.250;1,14102;1,14111;1,14102;1,14111;1,14108;1,14117;1,14108;1,14117;1;0;0.00006
EUR/USD;08.03.2016 20:00:00.000;08.03.2016 20:00:00.250;1,14111;1,14119;1,14111;1,14119;1,14117;1,14125;1,14117;1,14125;1;0;0.00006
EUR/USD;08.03.2016 19:00:00.000;08.03.2016 19:00:00.250;1,14119;1,14127;1,14119;1,14127;1,14125;1,14133;1,14125;1,14133;1;0;0.00006
EUR/USD;08.03.2016 18:00:00.000;08.03.2016 18:00:00.250;1,14127;1,14136;1,14127;1,14136;1,14133;1,14142;1,14133;1,14142;1;0;0.00006
EUR/USD;08.03.2016 17:00:00.000;08.03.2016 17:00:00.250;1,14136;1,14144;1,14136;1,14144;1,14142;1,14150;1,14142;1,14150;1;0;0.00006
EUR/USD;08.03.2016 16:00:00.000;08.03.2016 16:00:00.250;1,14144;1,14152;1,14144;1,14152;1,14150;1,14158;1,14150;1,14158;1;0;0.00006
EUR/USD;08.03.2016 15:00:00.000;08.03.2016 15:00:00.250;1,14152;1,14161;1,14152;1,14161;1,14158;1,14167;1,14158;1,14167;1;0;0.00006
EUR/USD;08.03.2016 14:00:00.000;08.03.2016 14:00:00.250;1,14161;1,14169;1,14161;1,14169;1,14167;1,14175;1,14167;1,14175;1;0;0.00006
EUR/USD;08.03.2016 13:00:00.000;08.03.2016 13:00:00.250;1,14169;1,14177;1,14169;1,14177;1,14175;1,14183;1,14175;1,14183;1;0;0.00006
EUR/USD;08.03.2016 12:00:00.000;08.03.2016 12:00:00.250;1,14177;1,14186;1,14177;1,14186;1,14183;1,14192;1,14183;1,14192;1;0;0.00006
EUR/USD;08.03.2016 11:00:00.000;08.03.2016 11:00:00.250;1,14186;1,14194;1,14186;1,14194;1,14192;1,14200;1,14192;1,14200;1;0;0.00006
EUR/USD;08.03.2016 10:00:00.000;08.03.2016 10:00:00.250;1,14194;1,14202;1,14194;1,14202;1,14200;1,14208;1,14200;1,14208;1;0;0.00006
EUR/USD;08.03.2016 09:00:00.000;08.03.2016 09:00:00.250;1,14202;1,14211;1,14202;1,14211;1,14208;1,14217;1,14208;1,14217;1;0;0.00006
EUR/USD;08.03.2016 08:00:00.000;08.03.2016 08:00:00.250;1,14211;1,14219;1,14211;1,14219;1,14217;1,14225;1,14217;1,14225;1;0;0.00006
EUR/USD;08.03.2016 07:00:00.000;08.03.2016 07:00:00.250;1,14219;1,14227;1,14219;1,14227;1,14225;1,14233;1,14225;1,14233;1;0;0.00006
EUR/USD;08.03.2016 06:00:00.000;08.03.2016 06:00:00.250;1,14227;1,14236;1,14227;1,14236;1,14233;1,14242;1,14233;1,14242;1;0;0.00006
EUR/USD;08.03.2016 05:00:00.000;08.03.2016 05:00:00.250;1,14236;1,14244;1,14236;1,14244;1,14242;1,14250;1,14242;1,14250;1;0;0.00006
EUR/USD;08.03.2016 04:00:00.000;08.03.2016 04:00:00.250;1,14244;1,14252;1,14244;1,14252;1,14250;1,14258;1,14250;1,14258;1;0;0.00006
EUR/USD;08.03.2016 03:00:00.000;08.03.2016 03:00:00.250;1,14252;1,14261;1,14252;1,14261;1,14258;1,14267;1,14258;1,14267;1;0;0.00006
EUR/USD;08.03.2016 02:00:00.000;08.03.2016 02:00:00.250;1,14261;1,14269;1,14261;1,14269;1,14267;1,14275;1,14267;1,14275;1;0;0.00006
EUR/USD;08.03.2016 01:00:00.000;08.03.2016 01:00:00.250;1,14269;1,14277;1,14269;1,14277;1,14275;1,14283;1,14275;1,14283;1;0;0.00006
EUR/USD;08.03.2016 00:00:00.000;08.03.2016 00:00:00.250;1,14277;1,14286;1,14277;1,14286;1,14283;1,14292;1,14283;1,14292;1;0;0.00006
EUR/USD;07.03.2016 23:00:00.000;07.03.2016 23:00:00.250;1,14286;1,14294;1,14286;1,14294;1,14292;1,14300;1,14292;1,14300;1;0;0.00006
EUR/USD;07.03.2016 22:00:00.000;07.03.2016 22:00:00.250;1,14294;1,14302;1,14294;1,14302;1,14300;1,14308;1,14300;1,14308;1;0;0.00006
EUR/USD;07.03.2016 21:00:00.000;07.03.2016 21:00:00.250;1,14302;1,14311;1,14302;1,14311;1,14308;1,14317;1,14308;1,14317;1;0;0.00006
EUR/USD;07.03.2016 20:00:00.000;07.03.2016 20:00:00.250;1,14311;1,14319;1,14311;1,14319;1,14317;1,14325;1,14317;1,14325;1;0;0.00006
EUR/USD;07.03.2016 19:00:00.000;07.03.2016 19:00:00.250;1,14319;1,14327;1,14319;1,14327;1,14325;1,14333;1,14325;1,14333;1;0;0.00006
EUR/USD;07.03.2016 18:00:00.000;07.03.2016 18:00:00.250;1,14327;1,14336;1,14327;1,14336;1,14333;1,14342;1,14333;1,14342;1;0;0.00006
EUR/USD;07.03.2016 17:00:00.000;07.03.2016 17:00:00.250;1,14336;1,14344;1,14336;1,14344;1,14342;1,14350;1,14342;1,14350;1;0;0.00006
EUR/USD;07.03.2016 16:00:00.000;07.03.2016 16:00:00.250;1,14344;1,14352;1,14344;1,14352;1,14350;1,14358;1,14350;1,14358;1;0;0.00006
EUR/USD;07.03.2016 15:00:00.000;07.03.2016 15:00:00.250;1,14352;1,14361;1,14352;1,14361;1,14358;1,14367;1,14358;1,14367;1;0;0.00006
EUR/USD;07.03.2016 14:00:00.000;07.03.2016 14:00:00.250;1,14361;1,14369;1,14361;1,14369;1,14367;1,14375;1,14367;1,14375;1;0;0.00006
EUR/USD;07.03.2016 13:00:00.000;07.03.2016 13:00:00.250;1,14369;1,14377;1,14369;1,14377;1,14375;1,14383;1,14375;1,14383;1;0;0.00006
EUR/USD;07.03.2016 12:00:00.000;07.03.2016 12:00:00.250;1,14377;1,14386;1,14377;1,14386;1,14383;1,14392;1,14383;1,14392;1;0;0.00006
EUR/USD;07.03.2016 11:00:00.000;07.03.2016 11:00:00.250;1,14386;1,14394;1,14386;1,14394;1,14392;1,14400;1,14392;1,14400;1;0;0.00006
EUR/USD;07.03.2016 10:00:00.000;07.03.2016 10:00:00.250;1,14394;1,14402;1,14394;1,14402;1,14400;1,14408;1,14400;1,14408;1;0;0.00006
EUR/USD;07.03.2016 09:00:00.000;07.03.2016 09:00:00.250;1,14402;1,14411;1,14402;1,14411;1,14408;1,14417;1,14408;1,14417;1;0;0.00006
EUR/USD;07.03.2016 08:00:00.000;07.03.2016 08:00:00.250;1,14411;1,14419;1,14411;1,14419;1,14417;1,14425;1,14417;1,14425;1;0;0.00006
EUR/USD;07.03.2016 07:00:00.000;07.03.2016 07:00:00.250;1,14419;1,14427;1,14419;1,14427;1,14425;1,14433;1,14425;1,14433;1;0;0.00006
EUR/USD;07.03.2016 06:00:00.000;07.03.2016 06:00:00.250;1,14427;1,14436;1,14427;1,14436;1,14433;1,14442;1,14433;1,14442;1;0;0.00006
EUR/USD;07.03.2016 05:00:00.000;07.03.2016 05:00:00.250;1,14436;1,14444;1,14436;1,14444;1,14442;1,14450;1,14442;1,14450;1;0;0.00006
EUR/USD;07.03.2016 04:00:00.000;07.03.2016 04:00:00.250;1,14444;1,14452;1,14444;1,14452;1,14450;1,14458;1,14450;1,14458;1;0;0.00006
EUR/USD;07.03.2016 03:00:00.000;07.03.2016 03:00:00.250;1,14452;1,14461;1,14452;1,14461;1,14458;1,14467;1,14458;1,14467;1;0;0.00006
EUR/USD;07.03.2016 02:00:00.000;07.03.2016 02:00:00.250;1,14461;1,14469;1,14461;1,14469;1,14467;1,14475;1,14467;1,14475;1;0;0.00006
EUR/USD;07.03.2016 01:00:00.000;07.03.2016 01:00:00.250;1,14469;1,14477;1,14469;1,14477;1,14475;1,14483;1,14475;1,14483;1;0;0.00006
EUR/USD;07.03.2016 00:00:00.000;07.03.2016 00:00:00.250;1,14477;1,14486;1,14477;1,14486;1,14483;1,14492;1,14483;1,14492;1;0;0.00006
EUR/USD;06.03.2016 23:00:00.000;06.03.2016 23:00:00.250;1,14486;1,14494;1,14486;1,14494;1,14492;1,14500;1,14492;1,14500;1;0;0.00006
EUR/USD;06.03.2016 22:00:00.000;06.03.2016 22:00:00.250;1,14494;1,14502;1,14494;1,14502;1,14500;1,14508;1,14500;1,14508;1;0;0.00006
EUR/USD;06.03.2016 21:00:00.000;06.03.2016 21:00:00.250;1,14502;1,14511;1,14502;1,14511;1,14508;1,14517;1,14508;1,14517;1;0;0.00006
EUR/USD;06.03.2016 20:00:00.000;06.03.2016 20:00:00.250;1,14511;1,14519;1,14511;1,14519;1,14517;1,14525;1,14517;1,14525;1;0;0.00006
EUR/USD;06.03.2016 19:00:00.000;06.03.2016 19:00:00.250;1,14519;1,14527;1,14519;1,14527;1,14525;1,14533;1,14525;1,14533;1;0;0.00006
EUR/USD;06.03.2016 18:00:00.000;06.03.2016 18:00:00.250;1,14527;1,14536;1,14527;1,14536;1,14533;1,14542;1,14533;1,14542;1;0;0.00006
EUR/USD;06.03.2016 17:00:00.000;06.03.2016 17:00:00.250;1,14536;1,14544;1,14536;1,14544;1,14542;1,14550;1,14542;1,14550;1;0;0.00006
EUR/USD;06.03.2016 16:00:00.000;06.03.2016 16:00:00.250;1,14544;1,14552;1,14544;1,14552;1,14550;1,14558;1,14550;1,14558;1;0;0.00006
EUR/USD;06.03.2016 15:00:00.000;06.03.2016 15:00:00.250;1,14552;1,14561;1,14552;1,14561;1,14558;1,14567;1,14558;1,14567;1;0;0.00006
EUR/USD;06.03.2016 14:00:00.000;06.03.2016 14:00:00.250;1,14561;1,14569;1,14561;1,14569;1,14567;1,14575;1,14567;1,14575;1;0;0.00006
EUR/USD;06.03.2016 13:00:00.000;06.03.2016 13:00:00.250;1,14569;1,14577;1,14569;1,14577;1,14575;1,14583;1,14575;1,14583;1;0;0.00006
EUR/USD;06.03.2016 12:00:00.000;06.03.2016 12:00:00.250;1,14577;1,14586;1,14577;1,14586;1,14583;1,14592;1,14583;1,14592;1;0;0.00006
EUR/USD;06.03.2016 11:00:00.000;06.03.2016 11:00:00.250;1,14586;1,14594;1,14586;1,14594;1,14592;1,14600;1,14592;1,14600;1;0;0.00006
EUR/USD;06.03.2016 10:00:00.000;06.03.2016 10:00:00.250;1,14594;1,14602;1,14594;1,14602;1,14600;1,14608;1,14600;1,14608;1;0;0.00006
EUR/USD;06.03.2016 09:00:00.000;06.03.2016 09:00:00.250;1,14602;1,14611;1,14602;1,14611;1,14608;1,14617;1,14608;1,14617;1;0;0.00006
EUR/USD;06.03.2016 08:00:00.000;06.03.2016 08:00:00.250;1,14611;1,14619;1,14611;1,14619;1,14617;1,14625;1,14617;1,14625;1;0;0.00006
EUR/USD;06.03.2016 07:00:00.000;06.03.2016 07:00:00.250;1,14619;1,14627;1,14619;1,14627;1,14625;1,14633;1,14625;1,14633;1;0;0.00006
EUR/USD;06.03.2016 06:00:00.000;06.03.2016 06:00:00.250;1,14627;1,14636;1,14627;1,14636;1,14633;1,14642;1,14633;1,14642;1;0;0.00006
EUR/USD;06.03.2016 05:00:00.000;06.03.2016 05:00:00.250;1,14636;1,14644;1,14636;1,14644;1,14642;1,14650;1,14642;1,14650;1;0;0.00006
EUR/USD;06.03.2016 04:00:00.000;06.03.2016 04:00:00.250;1,14644;1,14652;1,14644;1,14652;1,14650;1,14658;1,14650;1,14658;1;0;0.00006
EUR/USD;06.03.2016 03:00:00.000;06.03.2016 03:00:00.250;1,14652;1,14661;1,14652;1,14661;1,14658;1,14667;1,14658;1,14667;1;0;0.00006
EUR/USD;06.03.2016 02:00:00.000;06.03.2016 02:00:00.250;1,14661;1,14669;1,14661;1,14669;1,14667;1,14675;1,14667;1,14675;1;0;0.00006
EUR/USD;06.03.2016 01:00:00.000;06.03.2016 01:00:00.250;1,14669;1,14677;1,14669;1,14677;1,14675;1,14683;1,14675;1,14683;1;0;0.00006
EUR/USD;06.03.2016 00:00:00.000;06.03.2016 00:00:00.250;1,14677;1,14686;1,14677;1,14686;1,14683;1,14692;1,14683;1,14692;1;0;0.00006
EUR/USD;05.03.2016 23:00:00.000;05.03.2016 23:00:00.250;1,14686;1,14694;1,14686;1,14694;1,14692;1,14700;1,14692;1,14700;1;0;0.00006
EUR/USD;05.03.2016 22:00:00.000;05.03.2016 22:00:00.250;1,14694;1,14702;1,14694;1,14702;1,14700;1,14708;1,14700;1,14708;1;0;0.00006
EUR/USD;05.03.2016 21:00:00.000;05.03.2016 21:00:00.250;1,14702;1,14711;1,14702;1,14711;1,14708;1,14717;1,14708;1,14717;1;0;0.00006
EUR/USD;05.03.2016 20:00:00.000;05.03.2016 20:00:00.250;1,14711;1,14719;1,14711;1,14719;1,14717;1,14725;1,14717;1,14725;1;0;0.00006
EUR/USD;05.03.2016 19:00:00.000;05.03.2016 19:00:00.250;1,14719;1,14727;1,14719;1,14727;1,14725;1,14733;1,14725;1,14733;1;0;0.00006
EUR/USD;05.03.2016 18:00:00.000;05.03.2016 18:00:00.250;1,14727;1,14736;1,14727;1,14736;1,14733;1,14742;1,14733;1,14742;1;0;0.00006
EUR/USD;05.03.2016 17:00:00.000;05.03.2016 17:00:00.250;1,14736;1,14744;1,14736;1,14744;1,14742;1,14750;1,14742;1,14750;1;0;0.00006
EUR/USD;05.03.2016 16:00:00.000;05.03.2016 16:00:00.250;1,14744;1,14752;1,14744;1,14752;1,14750;1,14758;1,14750;1,14758;1;0;0.00006
EUR/USD;05.03.2016 15:00:00.000;05.03.2016 15:00:00.250;1,14752;1,14761;1,14752;1,14761;1,14758;1,14767;1,14758;1,14767;1;0;0.00006
EUR/USD;05.03.2016 14:00:00.000;05.03.2016 14:00:00.250;1,14761;1,14769;1,14761;1,14769;1,14767;1,14775;1,14767;1,14775;1;0;0.00006
EUR/USD;05.03.2016 13:00:00.000;05.03.2016 13:00:00.250;1,14769;1,14777;1,14769;1,14777;1,14775;1,14783;1,14775;1,14783;1;0;0.00006
EUR/USD;05.03.2016 12:00:00.000;05.03.2016 12:00:00.250;1,14777;1,14786;1,14777;1,14786;1,14783;1,14792;1,14783;1,14792;1;0;0.00006
EUR/USD;05.03.2016 11:00:00.000;05.03.2016 11:00:00.250;1,14786;1,14794;1,14786;1,14794;1,14792;1,14800;1,14792;1,14800;1;0;0.00006
EUR/USD;05.03.2016 10:00:00.000;05.03.2016 10:00:00.250;1,14794;1,14802;1,14794;1,14802;1,14800;1,14808;1,14800;1,14808;1;0;0.00006
EUR/USD;05.03.2016 09:00:00.000;05.03.2016 09:00:00.250;1,14802;1,14811;1,14802;1,14811;1,14808;1,14817;1,14808;1,14817;1;0;0.00006
EUR/USD;05.03.2016 08:00:00.000;05.03.2016 08:00:00.250;1,14811;1,14819;1,14811;1,14819;1,14817;1,14825;1,14817;1,14825;1;0;0.00006
EUR/USD;05.03.2016 07:00:00.000;05.03.2016 07:00:00.250;1,14819;1,14827;1,14819;1,14827;1,14825;1,14833;1,14825;1,14833;1;0;0.00006
EUR/USD;05.03.2016 06:00:00.000;05.03.2016 06:00:00.250;1,14827;1,14836;1,14827;1,14836;1,14833;1,14842;1,14833;1,14842;1;0;0.00006
EUR/USD;05.03.2016 05:00:00.000;05.03.2016 05:00:00.250;1,14836;1,14844;1,14836;1,14844;1,14842;1,14850;1,14842;1,14850;1;0;0.00006
EUR/USD;05.03.2016 04:00:00.000;05.03.2016 04:00:00.250;1,14844;1,14852;1,14844;1,14852;1,14850;1,14858;1,14850;1,14858;1;0;0.00006
EUR/USD;05.03.2016 03:00:00.000;05.03.2016 03:00:00.250;1,14852;1,14861;1,14852;1,14861;1,14858;1,14867;1,14858;1,14867;1;0;0.00006
EUR/USD;05.03.2016 02:00:00.000;05.03.2016 02:00:00.250;1,14861;1,14869;1,14861;1,14869;1,14867;1,14875;1,14867;1,14875;1;0;0.00006
EUR/USD;05.03.2016 01:00:00.000;05.03.2016 01:00:00.250;1,14869;1,14877;1,14869;1,14877;1,14875;1,14883;1,14875;1,14883;1;0;0.00006
EUR/USD;05.03.2016 00:00:00.000;05.03.2016 00:00:00.250;1,14877;1,14886;1,14877;1,14886;1,14883;1,14892;1,14883;1,14892;1;0;0.00006
EUR/USD;04.03.2016 23:00:00.000;04.03.2016 23:00:00.250;1,14886;1,14894;1,14886;1,14894;1,14892;1,14900;1,14892;1,14900;1;0;0.00006
EUR/USD;04.03.2016 22:00:00.000;04.03.2016 22:00:00.250;1,14894;1,14902;1,14894;1,14902;1,14900;1,14908;1,14900;1,14908;1;0;0.00006
EUR/USD;04.03.2016 21:00:00.000;04.03.2016 21:00:00.250;1,14902;1,14911;1,14902;1,14911;1,14908;1,14917;1,14908;1,14917;1;0;0.00006
EUR/USD;04.03.2016 20:00:00.000;04.03.2016 20:00:00.250;1,14911;1,14919;1,14911;1,14919;1,14917;1,14925;1,14917;1,14925;1;0;0.00006
EUR/USD;04.03.2016 19:00:00.000;04.03.2016 19:00:00.250;1,14919;1,14927;1,14919;1,14927;1,14925;1,14933;1,14925;1,14933;1;0;0.00006
EUR/USD;04.03.2016 18:00:00.000;04.03.2016 18:00:00.250;1,14927;1,14936;1,14927;1,14936;1,14933;1,14942;1,14933;1,14942;1;0;0.00006
EUR/USD;04.03.2016 17:00:00.000;04.03.2016 17:00:00.250;1,14936;1,14944;1,14936;1,14944;1,14942;1,14950;1,14942;1,14950;1;0;0.00006
EUR/USD;04.03.2016 16:00:00.000;04.03.2016 16:00:00.250;1,14944;1,14952;1,14944;1,14952;1,14950;1,14958;1,14950;1,14958;1;0;0.00006
EUR/USD;04.03.2016 15:00:00.000;04.03.2016 15:00:00.250;1,14952;1,14961;1,14952;1,14961;1,14958;1,14967;1,14958;1,14967;1;0;0.00006
EUR/USD;04.03.2016 14:00:00.000;04.03.2016 14:00:00.250;1,14961;1,14969;1,14961;1,14969;1,14967;1,14975;1,14967;1,14975;1;0;0.00006
EUR/USD;04.03.2016 13:00:00.000;04.03.2016 13:00:00.250;1,14969;1,14977;1,14969;1,14977;1,14975;1,14983;1,14975;1,14983;1;0;0.00006
EUR/USD;04.03.2016 12:00:00.000;04.03.2016 12:00:00.250;1,14977;1,14986;1,14977;1,14986;1,14983;1,14992;1,14983;1,14992;1;0;0.00006
EUR/USD;04.03.2016 11:00:00.000;04.03.2016 11:00:00.250;1,14986;1,14994;1,14986;1,14994;1,14992;1,15000;1,14992;1,15000;1;0;0.00006
EUR/USD;04.03.2016 10:00:00.000;04.03.2016 10:00:00.250;1,14994;1,15002;1,14994;1,15002;1,15000;1,15008;1,15000;1,15008;1;0;0.00006
EUR/USD;04.03.2016 09:00:00.000;04.03.2016 09:00:00.250;1,15002;1,15011;1,15002;1,15011;1,15008;1,15017;1,15008;1,15017;1;0;0.00006
EUR/USD;04.03.2016 08:00:00.000;04.03.2016 08:00:00.250;1,15011;1,15019;1,15011;1,15019;1,15017;1,15025;1,15017;1,15025;1;0;0.00006
EUR/USD;04.03.2016 07:00:00.000;04.03.2016 07:00:00.250;1,15019;1,15027;1,15019;1,15027;1,15025;1,15033;1,15025;1,15033;1;0;0.00006
EUR/USD;04.03.2016 06:00:00.000;04.03.2016 06:00:00.250;1,15027;1,15036;1,15027;1,15036;1,15033;1,15042;1,15033;1,15042;1;0;0.00006
EUR/USD;04.03.2016 05:00:00.000;04.03.2016 05:00:00.250;1,15036;1,15044;1,15036;1,15044;1,15042;1,15050;1,15042;1,15050;1;0;0.00006
EUR/USD;04.03.2016 04:00:00.000;04.03.2016 04:00:00.250;1,15044;1,15052;1,15044;1,15052;1,15050;1,15058;1,15050;1,15058;1;0;0.00006
EUR/USD;04.03.2016 03:00:00.000;04.03.2016 03:00:00.250;1,15052;1,15061;1,15052;1,15061;1,15058;1,15067;1,15058;1,15067;1;0;0.00006
EUR/USD;04.03.2016 02:00:00.000;04.03.2016 02:00:00.250;1,15061;1,15069;1,15061;1,15069;1,15067;1,15075;1,15067;1,15075;1;0;0.00006
EUR/USD;04.03.2016 01:00:00.000;04.03.2016 01:00:00.250;1,15069;1,15077;1,15069;1,15077;1,15075;1,15083;1,15075;1,15083;1;0;0.00006
EUR/USD;04.03.2016 00:00:00.000;04.03.2016 00:00:00.250;1,15077;1,15086;1,15077;1,15086;1,15083;1,15092;1,15083;1,15092;1;0;0.00006
EUR/USD;03.03.2016 23:00:00.000;03.03.2016 23:00:00.250;1,15086;1,15094;1,15086;1,15094;1,15092;1,15100;1,15092;1,15100;1;0;0.00006
EUR/USD;03.03.2016 22:00:00.000;03.03.2016 22:00:00.250;1,15094;1,15102;1,15094;1,15102;1,15100;1,15108;1,15100;1,15108;1;0;0.00006
EUR/USD;03.03.2016 21:00:00.000;03.03.2016 21:00:00.250;1,15102;1,15111;1,15102;1,15111;1,15108;1,15117;1,15108;1,15117;1;0;0.00006
EUR/USD;03.03.2016 20:00:00.000;03.03.2016 20:00:00.250;1,15111;1,15119;1,15111;1,15119;1,15117;1,15125;1,15117;1,15125;1;0;0.00006
EUR/USD;03.03.2016 19:00:00.000;03.03.2016 19:00:00.250;1,15119;1,15127;1,15119;1,15127;1,15125;1,15133;1,15125;1,15133;1;0;0.00006
EUR/USD;03.03.2016 18:00:00.000;03.03.2016 18:00:00.250;1,15127;1,15136;1,15127;1,15136;1,15133;1,15142;1,15133;1,15142;1;0;0.00006
EUR/USD;03.03.2016 17:00:00.000;03.03.2016 17:00:00.250;1,15136;1,15144;1,15136;1,15144;1,15142;1,15150;1,15142;1,15150;1;0;0.00006
EUR/USD;03.03.2016 16:00:00.000;03.03.2016 16:00:00.250;1,15144;1,15152;1,15144;1,15152;1,15150;1,15158;1,15150;1,15158;1;0;0.00006
EUR/USD;03.03.2016 15:00:00.000;03.03.2016 15:00:00.250;1,15152;1,15161;1,15152;1,15161;1,15158;1,15167;1,15158;1,15167;1;0;0.00006
EUR/USD;03.03.2016 14:00:00.000;03.03.2016 14:00:00.250;1,15161;1,15169;1,15161;1,15169;1,15167;1,15175;1,15167;1,15175;1;0;0.00006
EUR/USD;03.03.2016 13:00:00.000;03.03.2016 13:00:00.250;1,15169;1,15177;1,15169;1,15177;1,15175;1,15183;1,15175;1,15183;1;0;0.00006
EUR/USD;03.03.2016 12:00:00.000;03.03.2016 12:00:00.250;1,15177;1,15186;1,15177;1,15186;1,15183;1,15192;1,15183;1,15192;1;0;0.00006
EUR/USD;03.03.2016 11:00:00.000;03.03.2016 11:00:00.250;1,15186;1,15194;1,15186;1,15194;1,15192;1,15200;1,15192;1,15200;1;0;0.00006
EUR/USD;03.03.2016 10:00:00.000;03.03.2016 10:00:00.250;1,15194;1,15202;1,15194;1,15202;1,15200;1,15208;1,15200;1,15208;1;0;0.00006
EUR/USD;03.03.2016 09:00:00.000;03.03.2016 09:00:00.250;1,15202;1,15211;1,15202;1,15211;1,15208;1,15217;1,15208;1,15217;1;0;0.00006
EUR/USD;03.03.2016 08:00:00.000;03.03.2016 08:00:00.250;1,15211;1,15219;1,15211;1,15219;1,15217;1,15225;1,15217;1,15225;1;0;0.00006
EUR/USD;03.03.2016 07:00:00.000;03.03.2016 07:00:00.250;1,15219;1,15227;1,15219;1,15227;1,15225;1,15233;1,15225;1,15233;1;0;0.00006
EUR/USD;03.03.2016 06:00:00.000;03.03.2016 06:00:00.250;1,15227;1,15236;1,15227;1,15236;1,15233;1,15242;1,15233;1,15242;1;0;0.00006
EUR/USD;03.03.2016 05:00:00.000;03.03.2016 05:00:00.250;1,15236;1,15244;1,15236;1,15244;1,15242;1,15250;1,15242;1,15250;1;0;0.00006
EUR/USD;03.03.2016 04:00:00.000;03.03.2016 04:00:00.250;1,15244;1,15252;1,15244;1,15252;1,15250;1,15258;1,15250;1,15258;1;0;0.00006
EUR/USD;03.03.2016 03:00:00.000;03.03.2016 03:00:00.250;1,15252;1,15261;1,15252;1,15261;1,15258;1,15267;1,15258;1,15267;1;0;0.00006
EUR/USD;03.03.2016 02:00:00.000;03.03.2016 02:00:00.250;1,15261;1,15269;1,15261;1,15269;1,15267;1,15275;1,15267;1,15275;1;0;0.00006
EUR/USD;03.03.2016 01:00:00.000;03.03.2016 01:00:00.250;1,15269;1,15277;1,15269;1,15277;1,15275;1,15283;1,15275;1,15283;1;0;0.00006
EUR/USD;03.03.2016 00:00:00.000;03.03.2016 00:00:00.250;1,15277;1,15286;1,15277;1,15286;1,15283;1,15292;1,15283;1,15292;1;0;0.00006
EUR/USD;02.03.2016 23:00:00.000;02.03.2016 23:00:00.250;1,15286;1,15294;1,15286;1,15294;1,15292;1,15300;1,15292;1,15300;1;0;0.00006
EUR/USD;02.03.2016 22:00:00.000;02.03.2016 22:00:00.250;1,15294;1,15302;1,15294;1,15302;1,15300;1,15308;1,15300;1,15308;1;0;0.00006
EUR/USD;02.03.2016 21:00:00.000;02.03.2016 21:00:00.250;1,15302;1,15311;1,15302;1,15311;1,15308;1,15317;1,15308;1,15317;1;0;0.00006
EUR/USD;02.03.2016 20:00:00.000;02.03.2016 20:00:00.250;1,15311;1,15319;1,15311;1,15319;1,15317;1,15325;1,15317;1,15325;1;0;0.00006
EUR/USD;02.03.2016 19:00:00.000;02.03.2016 19:00:00.250;1,15319;1,15327;1,15319;1,15327;1,15325;1,15333;1,15325;1,15333;1;0;0.00006
EUR/USD;02.03.2016 18:00:00.000;02.03.2016 18:00:00.250;1,15327;1,15336;1,15327;1,15336;1,15333;1,15342;1,15333;1,15342;1;0;0.00006
EUR/USD;02.03.2016 17:00:00.000;02.03.2016 17:00:00.250;1,15336;1,15344;1,15336;1,15344;1,15342;1,15350;1,15342;1,15350;1;0;0.00006
EUR/USD;02.03.2016 16:00:00.000;02.03.2016 16:00:00.250;1,15344;1,15352;1,15344;1,15352;1,15350;1,15358;1,15350;1,15358;1;0;0.00006
EUR/USD;02.03.2016 15:00:00.000;02.03.2016 15:00:00.250;1,15352;1,15361;1,15352;1,15361;1,15358;1,15367;1,15358;1,15367;1;0;0.00006
